Cluster	Words
9575	protein mrna splicing chain dipeptidyl middle n bbs2 repeat of ge1 with kda 116 enhancer peptidase subunit h ciliary wd40 pre pore wd 8 methylamine decapping bbsome interacting d1 putative assembly processing terminal c region dpp export dppiv heme 2 dehydrogenase iv like dynein nuclear factor containing actin mid complex 40 1 wdr
9574	serine protein 2b isoform threonine calcineurin 6 polymerase bisphosphatase e fbpase subunit phosphoesterase b pol phosphatase a superfamily 9 2a pp5 putative c dna firmicute mammalian alpha epsilon 3 purple 2 like fructose domain pp2a acid 5 metallophos 589 beta 1 catalytic
36743	protein mrna long splicing isoform transferase prorp type import specific repeat pentacotripeptide of at1g64310 subunit ppr tom20 pre geranylgeranyl pentatricopeptide 8 superfamily putative mitochondrial region promoting tpr plant alpha tetratricopeptide 2 chloroplastic like pkng kinase factor containing anaphase g complex receptor 1
10752	-
36292	putative protein masp sialidase tcmucii associated surface mucin trans
10754	protein cpp1 homolog n type hsc20 1700030a21rik member of molecular antigen djc7 the hscb 1 finger pam16 subfamily terminal c chaperone 3 t j 2 yeast like domain containing zinc por1 large dnaj csl
10757	protein ribonuclease n lrr von high repeat of lymphocyte subtype subunit glycoprotein binding rich superantigen leucine staphylococcal growth nerve willebrand 9 nlrc3 terminal c alpha coupled 2 toll like ib domain rab variable factor containing g receptor geranylgeranyltransferase family affinity inhibitor
14839	protein cx5cx6hx5h 18 6 iii polymerase e and aprataxin poly zf finger putative ligase c dna region parp cchh pnk 2 like zn motif 99 domain adp 5 factor 4 containing ribose zinc 1
14838	-
5390	putative protein transmembrane
11803	project 1152 wgs data annotated caeq00000000 contig
11802	protein m20 n 18 diaminopimelate desuccinylase dipeptidase 13 peptidase e hydrolase amidohydrolase l m25 ala 20 g2 11 iaa c m40 3 t yxep succinyl his domain acyl acid 5 carboxypeptidase 4 amino nicastrin family beta 1 catalytic
11800	protein end 18 specific 6 repeat member e dihydroxy dioxa sialidase leech bnr system extracellular 8 intramolecular neuraminidase superfamily nanb hydroxy putative ycf48 assembly acetylamino terminal c trypanosoma 3 2 trans ethyl cellobiohydrolase domain bicyclo ii group reducing factor oligoxyloglucan 4 containing regulatory photosynthesis psii complement family 1 7
14835	putative protein gene dgf dispersed family 1
11806	protein pyrococcus nop5p associated es4 nop nop56 binding u6 snorna trna rps6 putative related prp31 ribonucleoprotein rps18 c terminal us13 rps5 nop5 es6 horikoshii like rrna rps7 rna fibrillarin nuclear domain snrnp u4 small containing rps4 es7 us7
14837	protein responsive cell resident member of damage modifier e ubl1 12 homocysteine derived tug reticulum polyubiquitin otub2 19 putative dendritic related ubiquitin c dna 3 cofactor inducible herpud1 like domain thioesterase endoplasmic 4 small tubulin folding 1 b
45292	protein chain adenosine microtub kinesin non binding bd heavy putative terminal c ncd alpha kif2c motor like domain microtubule 5 claret disjunctional containing tubulin diphosphate
45290	-
20118	putative protein like etoposide 4 ei24 apoptosis cysteine involved p53 mediated 2 pig8 uncharacterized in induced
45295	protein diadenosine ec nmn nudd hydrolase mutt pyrophosphatase ap4a mannosyl a gdp coenzyme putative tetraphosphate nudix mannose 2 nucleotide adenylyltransferase domain adp 4 ribose family bifunctional
45298	-
48660	serine protein threonine calmodulin hydroxyurea abc1 6 catalytic lobe non e dependent aph a mitogen interacting lipopolysaccharide 11 kind adck3 kdo human resistance c waap hur ephb2 3 2 aminoglycoside like activated antibiotic phosphoinositide atypical domain kinase tyrosine pdk1 receptor family 1 7
36127	protein chain trp monophosphate synta dihydropyrimidine e trnadihydrouridine subunit tryptophan inosine trna cyclase fatty c region dihydrouridine 205 alpha indole phosphate synthase 3 or 2 dehydrogenase conserved like glycerol domain igps acid 5 impdh 4 48 glu glutamate in 1
36121	putative protein binding traf3 microtubule t3 mip associated factor tnf receptor 3 interacting 1
36128	protein sorting chain homolog 18 associated vps of 39 carboxy and heavy vacuolar interacting vps39 membrane putative pep18 pep3p clathrin region 2 hsp70 domain pep3 terminus in 1
44219	serine protein isoform threonine calmodulin 76 stage associated integrin linked ca e dependent x2 phosphatase mitogen stp1 probable 2c c 16 3 spoiie 2 activated domain kinase ii pp2c sporulation 1 catalytic
44211	metalloproteinase putative cdmt1 leishmanolysin collagenase type metallopeptidase 1 major surface m8 protease gp63 fibroblast mmp peptidase membrane matrix
44745	-
43384	-
48009	-
27589	protein mrna frtz splicing chain cell to notchless wdr es4 repeat of ge1 kda 116 with enhancer palb2 h wd40 pre effector wd and rps6 8 methylamine planar decapping interacting d1 assembly partner processing related terminal rps18 c region localizer us13 rps5 es6 heme dehydrogenase fritz rps7 dynein domain factor brca2 containing rps4 actin 40 polarity es7 1 us7
27851	ligase mitochondrial protein rbbp6 dwnn domain ubiquitin containing nfkb of activator 1 e3
48000	putative exopolysaccharide capsular protein tyrosine kinase specific epsc transmembrane family non modulator
48003	putative protein like serine threonine kinase rich lrr repeat leucine receptor family
27857	protein long medium chain specific member e adenine dinucleotide fkbi a oxidase coenzyme 9 mitochondrial coa very c 3 dehydrogenase acyl 99 domain flavin family 1
27584	domain adp parp ribose poly polymerase catalytic
40916	protein 40s ul2 es4 us5 bacterial l3 of es1 yjhx s10 antitoxin ul3 klla0d16027p uncharacterized ribosomal putative archaea us2 ul4 60s conserved domain pair us3 plectin toxin duf2250 in 1
29730	galactosyltransferase protein transf acetylgalactosaminyltransferase transferase n 54 glycosyl of 60 13 e coat glyco acetylglucosaminyltransferase 7n polysaccharide acetylhexosaminyltransferase 41 glcnac polypeptide galnact gnt terminal c region ea2 alpha extl2 2 iv conserved peptide spore group glycosyltransferase 4 b4galt1 biosynthesis spsa family beta 1 7
29736	project protein putative wgs 872 data annotated caeq00000000 contig myh7b
9392	protein fmv cobalt type methylase specific 15 d methyltransferase e subunit dependent upf0020 l sam multifunctional sun 33 family rlmj ribosomal rsmb trm112 methionine putative methyltransf 6y fmu probable c histidine spermidine o synthase s rna small adenosyl precorrin large isoaspartyl rsmj 11 b
782	-
18574	protein domain type containing palmitoyltransferase zinc dhhc finger
18576	box end designed 18 candidate specific 6 repeat kda e hydrolase glycoprotein dependent sialidase leech bnr system sortilin neurotensin unnatural surface intramolecular glycoside 33 putative ycf48 asp assembly terminal c trypanosoma vps10 alpha 3 2 trans cellobiohydrolase exo domain acid ii reducing 85 factor amino oligoxyloglucan photosynthesis psii receptor family 1
18577	enterotoxin
34295	-
15048	putative protein zn duf2116 ribbon domain containing a palmitoyltransferase zinc uncharacterized dhhc finger
15121	oxdc protein demethylase fih1 ihhibitor hydroxylase yvrk 24 cupin specific repeat 7s wd and 8 superfamily hypoxia putative jmjc lysine decarboxylase histidyl seed asparaginyl inducible histone domain jumonji bifunctional factor oxalate 4 containing uty storage hif
6915	serine protein like lectin threonine tyrosine kinase type 5 sd2 g receptor family s
41532	protein mrna to splicing chain notchless repeat of ge1 with kda 116 enhancer palb2 bb nucleoporin h wd40 pre pore wd and 8 methylamine decapping interacting d1 assembly elys partner processing related terminal c region localizer export heme propeller dehydrogenase like dynein domain nuclear factor brca2 containing actin 40 beta 1 wdr
39543	-
39548	-
26989	-
7156	protein domain coil 14 coiled containing ccdc14
26986	-
49658	-
48291	protein mitochondrial carrier adp heart uncoupling atp 2
7152	protein transcriptional related kinase rab pathogenesis activator nak ras 35 mpsk
26982	putative mucin tcmuc
18750	mrna splicing maintenance 6 rpn8 of prok prokaryotic signalosome non subunit mov34 jab the pre and function proteasome mpn 26s putative translation mitochondrial homologs jab1 structure pad ubiquitin cop9 3 mitmem atpase initiation domain factor regulatory protease reg eukaryotic complex f 1 7
37657	putative protein gpi anchored surface
37654	serine protein lipase isoform hydrolases 6 epoxide oxo peptidase e fold hydrolase thioester superfamily hydroxy phenylhexa coa terminal bphd c s15 mammalian alpha 3 fsh1 2 domain abhydrolase esterase triacylglycerol acid ester dienoate amino 4 acyl baat beta 1
37655	protein 7 transferase synthetase nucleotidyltransferase polymerase oligoadenylate e nrap subunit non uridyl pip5k1a trna oas1 pap editing tutase a poly papd5 19 putative targeted terminal nuctransf2 c d2 dna alpha oas 84 synthase second assoc cid1 2 like regulated rna domain 5 sigma canonical ret2 family 1 speckle
37652	protein isoform cdc54 division cell maintenance 45 associated cellular 6 of activities with various replication arok binding initiator licensing mcm2 d1 aaa hydrolytic related subfamily shikimate helicase region dna x1 3 atp cdc21 atpase motor mcm8 dynein domain control kinase adenylate 5 factor mcm site family minichromosome
18755	putative protein associated membrane
37650	binding golgi clamp syntaphilin syntaxin localised 1
18757	-
2010	project wgs data 964 annotated caeq00000000 contig
28749	uncharacterised type mch1 major tr tripeptide transporter permease lactose abc and acetyl a superfamily coenzyme putative solute carrier sugar di facilitator ybfb phosphate 3 2 glycerol acatn 4 mfs other facilitated family 1
30007	protein 7 multi fmv cobalt type n methylase specific 15 d methyltransferase subunit dependent upf0020 l sam sun 33 family rlmj ribosomal rsmb methyltransf putative 6y fmu probable wbscr22 c rsmf histidine spermidine o guanine synthase rrna rna small precorrin 18s site 16s large isoaspartyl rsmj 11 b
30003	protein carboxylase n ribulose set7 specific of lsmt e methyltransferase subunit k4 rubisco h3 oxygenase ribosomal finger 9 suv420h1 c pr set lysine clr4 2 histone chloroplastic domain bisphosphate 5 set11 containing atxr5 zinc large 43 1 catalytic
30000	-
39602	protein mrna chain homolog amyloid decapentaplegic duf2046 calcoco1 yorkie member against fbp28 binding formin pre wwiii and heavy a a4 uncharacterized itchy ligase processing ubiquitin nedd4 apbb1 striated calcium muscle e3 h4 precursor like conserved nonmuscle domain ii coil factor coiled myosin mothers 40 family beta 1 b
49121	-
400	serine protein pdz hhoa 21 unk associated trp carboxyl inverted with peptidase e guanylate trypsin do 65 tricorn kiaa0705 8 grasp55 interacting kiaa1719 membrane putative glutamate photosystem d1 processing probable terminal c grip2 3 2 chloroplastic like domain kinase ii m50 htra3 4 protease receptor family magi
8062	box protein mrna to splicing homolog n thymidine type restriction rad54 of iii subunit the afuhel308 pif1 dependent pre resiii rep putative helicase terminal dna enzyme snf2 3 atp tk1 like res dexx rna kinase domain adenylate 5 factor uvrd complex family
40915	phyh protein to hydroxylase dioxygenase type feii cytoplasmic e duf1479 sbal 14 oxy similar syringomycin oxygenase uncharacterized 11 putative 3634 phytanoyl coa fe c enzyme synthase 2 like an14g07330 domain ii syrb2 5 biosynthesis pkhd 2og clavaminate 1
28216	protein phosphatidylinositol type candidate lateral pi3k of rpgr iii phospholipase from 1 als2cr11 first interacting 11 putative c2b amyotrophic vii c alpha calcium a2 phosphate 3 cytosolic 2 bound phosphoinositide domain kinase 4 containing beta synaptotagmin c2 sclerosis
40666	protein mrna pts1 splicing long transferase pex5 n type geranylgeranyltransferase prorp import specific repeat pentacotripeptide of kda 116 targeting subunit peroxin ppr tom20 pre geranylgeranyl 77 8 peroxisomal stimulation mitochondrial processing terminal region promoting tpr histidine plant alpha tetratricopeptide signal 2 domain pkng kinase rab factor containing anaphase g complex cstf3 receptor cleavage 1
251	-
40669	-
40668	protein mrna splicing chain dipeptidyl n es4 vps16 repeat of ge1 kda 116 enhancer peptidase h wd40 pre pore wd rps6 8 methylamine decapping groucho processing terminal rps18 cd26 c region export dpp us13 rps5 es6 dppiv subgroup dehydrogenase iv rps7 domain nuclear factor containing rps4 40 tle1 es7 us7
50448	-
28747	protein cpp1 185a homolog n type hsc20 tmemb 1700030a21rik member of x antigen djc7 the hscb 1 a finger subfamily terminal c transmembrane chaperone 3 t j 2 yeast like domain fragile containing zinc por1 large dnaj f csl
44963	serine protein threonine calmodulin kin pox catalytic lobe non e dependent ser mitogen interacting lipopolysaccharide 11 putative kind kdo poxvirus c waap ephb2 3 camk inducible 2 thr activated phosphoinositide tyrosine kinase domain bmp pdk1 receptor family 1 7
50334	eif3k subunit psd8 family proteasome csn8 26s translation sem1 sac3 ganp 3 initiation psmd8 thp1 factor regulatory eukaryotic rpn12
2891	putative protein dauer melchior hid1 temperature formation high clausen dymeclin syndrome family dyggve induced
50333	putative glycoprotein trypanosome atypical variant type vsg surface glycop a trypan
44965	thioredoxin
1106	box socs protein serine cell threonine potential ospc repeat 6 many shigella copies non multigene subunit b and flexneri phosphatase proteasome transient repeats 26s putative transcription gankyrin kappa cycle ank p19ink4d ankyrin i 2 atpase cation 10 channel ikbb duf249 factor 4 regulatory receptor 530 family beta inhibitor
23003	protein threonine type 25 shock peptidase non e subunit dependent clpq 20s heat proteasome t1b related probable c component clan hs1vu alpha 3 t atp 2 like y7 hslv 4 protease complex proteolytic family 1 catalytic
1104	-
23001	subunit mitochondrial isopropylmalate ipmdh iso 3 dh acetolactate synthase isocitrate dehydrogenase catalytic
47246	-
1451	project wgs data annotated caeq00000000 contig 2252
1453	-
1898	protein associated calcoco1 smc tail binding and chromosome cytoskeleton putative partition calcium macoilin like domain coil coiled myosin containing family
1458	flavocytochrome oxidored oxidoreductase pyranose 6 e nadph subunit binding dependent dihydrolipoamide l monooxygenase aspartate oxidase flavoprotein requiring oxygenase fad c c3 fumarate lysine 3 reductase 2 dehydrogenase 10 99 domain acid amino 4 k respiratory 1
28060	chain 18 6 repeat member kda e glycoprotein dihydroxy dioxa sialidase bnr l system laminin 8 surface intramolecular hydroxy putative ycf48 assembly acetylamino terminal c trypanosoma alpha 3 2 trans ethyl salmonella exo bicyclo arabinofuranobiosidase 5 55 domain alpha2 ii factor 4 containing 85 photosynthesis psii family 1 7
3097	-
46152	-
22355	putative 1 surface protease tcc1i14 gp63
22606	putative protein tmem121 transmembrane cecr6 family
22604	putative protein associated chaperone family regulator molecular bag membrane
22351	-
22601	protein chain hcr metallopeptidase calcoco1 peptidoglycan endopeptidase 73 e binding rod and brct heavy membrane ripa ccdc73 c striated helical alpha calcium 3 distribution 2 nude like bound domain nuclear coil 4 coiled myosin containing family 1
1894	parm unspecified product
23474	-
26515	protein cytosol domain aminopeptidase m17 terminal family c probable 4 1 leucyl 11 leucine 3 peptidase e catalytic
26514	protein to associated mmr adpribosylation gtpase of moderately ras hsr1 binding ribosome gtp cdna similar phosphatase spo0b flj58989 putative 50s related terminal c c3 polynucleotide 3 roc 2 eftu like domain kinase adp botulinum adenylate 5 factor toxin substrate dapkinase complex ribosylation family elongation tu
30606	-
13873	-
38230	protein locus variant homolog recognition repeat and nexus scl membrane cpap spindle interrupting anastral 2 4 occupation family morn sas
28601	protein prdm9 n repressor type orsellinic copies d methyltransferase zfp68 f9775 noa36 patz1 64 zf finger transcription c2h2 dna lysine orsd 2 cluster histone transcriptional acid factor containing biosynthesis zinc complex ctcf sp1 consensus
28605	-
42700	serine protein mrna pts1 splicing long threonine pex5 acetyltransferase n prorp farnesyltransferase geranylgeranyltransferase import specific repeat pentacotripeptide of kda 116 targeting subunit peroxin ppr tom20 caax pre 77 ram2 and 8 peroxisomal stimulation mitochondrial related processing terminal region promoting tpr plant 16 alpha tetratricopeptide 3 signal domain pkng kinase rab tpr2 factor containing anaphase g complex cstf3 receptor cleavage auxiliary 1 nata
13581	project protein 90 flagellar wgs frame associated data 63 open annotated reading caeq00000000 contig chromosome 7
43361	protein repair gene ppase specific rpb12 rbp12 of tfiib polymerase subunit nadh pyrophosphatase metallothionein zf finger putative transcription ribbon helicase related probable terminal c dna rubrerythrin lysine rad25 i 3 2 rna domain ii ssl2 rimk biosynthesis zinc activator rrn7 directed
43363	putative glycoprotein like protein masp sialidase tcmucii associated surface mucin trans
4799	-
35654	protein central n associated keap1 repeat kctd17 poz kelch glyoxal gated galactose noa36 and oxidase ech finger oxid voltage akv3 activating recombination rag2 2 like potassium domain channel btb terminus containing zinc proteins 1
42256	zip protein regulated transporter permease iron zinc 2 membrane
35656	protein retrotransposon rhs tcmucii spot surface protease mucin hot gp63
4790	-
35652	-
13585	protein cpp1 homolog n type hsc20 1700030a21rik member of with molecular antigen djc7 the hscb 1 finger pam16 putative subfamily terminal c chaperone 3 t j 2 yeast like zn class domain containing zinc por1 large dnaj csl
5836	protein chain lc6 type outer cytoplasmic kda flagellar binding 8 20 tegumental light arm calcium 2 ground like dynein dlc1 lc8 domain 1
26369	protein to division cell holoenzyme specific repeat tfiib polymerase g1 iib e viral dependent cyclin no similar e1 a g2 d1 acc transcription terminal mitotic c p24871 2 s like 22 rna kinase ii domain factor 4 pho85 11 7
11257	putative protein binding rna actin superfamily
42255	protein innate mamm immunity transcript efflux transporter fief putative diffusion iron facilitator immun ferrous cation invertebrate pump magnetosome zinc family
5839	-
19009	putative protein mrna splicing cell bud31 pre processing cycle control factor cwf14 8 g10 kda 116 hhl073cp
19000	protein repressor type 21 sec11 89 umud kda peptidase e subunit binding s26 9 terminal c microsomal maltose i 3 signal domain 88 4 lambda complex lexa 1 catalytic
32924	subunit protein putative trafficking 10 trappc10 complex particle
4036	orc3 protein division cell homolog n adenosine orc1 holliday recognition predominantly 6 aps replication subunit orc2 from orc5 licensing mcm2 ruvb aaa helicase cycle dna 16 archaea cdc6 origin orc6 2 atpase ump domain kinase control adenylate 5 factor terminus phosphosulfate complex junction cmp 1
39790	protein chain associated trp gate autophagy of enhancer rawul gamma wd40 golgi atg8 and 12b gabaa finger 1b apg12b 3c asp 1a light aminobutyric related ubiquitin 16 kd ring atpase like k1 microtubule domain acid ile val glu receptor proteins
25378	serine protein central isoform threonine n associated keap1 repeat kelch glyoxal galactose and oxidase superfamily ech oxid activating 3 recombination rag2 2 like domain kinase btb terminus containing 1
25375	protein glycoprotein 92 96 predicted
23918	protein expressed
23910	phyh protein hydroxylase ppase prolyl type ofd1 dioxygenase tpa1 of non e 3a ketoglutarate subunit ctdd nadh dependent pyrophosphatase 14 and phd zf oxygenase growth ing2 family 11 finger putative transcription ribbon phytanoyl coa related c eash iron alpha degradation heme 2 at5g26210 term domain ectoine adp factor 4 ribosylation beuren williams oxoglutarate zinc wstf syndrome pkhd 1 inhibitor
23911	protein cpp1 homolog n type hsc20 1700030a21rik member of molecular antigen djc7 the hscb 1 finger pam16 subfamily terminal c chaperone 3 t j 2 yeast like domain containing zinc por1 large dnaj csl
27208	protein n fer2 subunit binding succinate ferredoxin oxidase flavoprotein fe2 s2 putative mitochondrial terminal 2s fumarate iron 2fe inorganic reductase cluster dehydrogenase xanthine like domain sulfur
27209	-
40592	protein isoform transposition breast wgs repair rtt107 associated repeat of caeq00000000 iii damage e lig3 binding rev1 brct data annotated 20 a contig brca1 putative ligase 32 c dna ankyrin x1 alpha 3 regulator 2 topbp1 project like domain ii 5 107 ty1 terminus cancer containing mediator topoisomerase checkpoint 1 7
27200	protein n lrr von high dot pyd repeat of lymphocyte subunit glycoprotein secretion binding the nacht rich system and superantigen leucine staphylococcal growth nerve willebrand icm terminal c alpha coupled 3 2 toll like ib domain domains rab variable factor substrate containing g receptor geranylgeranyltransferase family affinity
43584	protein sdr chain adh oxidoreductase oxoacyl synthetase p 6 member dehydratase dhrs6 c2 fucose d e enoyl short dependent epimerase superfamily 33 gdp carrier coa nad c region mannose 3 reductase dehydrogenase trans pteridine 2 keto acyl alcohol 5 4 deoxy family beta 1 catalytic
43586	-
43580	-
25518	box protein only responsive cell resident n lrr 6 of member e derived homocysteine recognin and 1 reticulum ubr2 ubr zf repeats finger 19 ligase putative dendritic related ubiquitin c ubr7 3 cofactor 2 ubfd1 e3 herpud1 like domain endoplasmic containing tubulin zinc folding f in 11 b
36350	protein like fe assembly homolog ciapin1 1 s biogenesis cytokine dre2 anamorsin apoptosis cluster anti induced inhibitor
25516	protein mrna splicing chain dipeptidyl middle n bbs2 repeat of ge1 with kda 116 enhancer peptidase subunit h ciliary wd40 pre pore 8 methylamine decapping bbsome interacting d1 assembly processing terminal c region dpp export dppiv heme 2 dehydrogenase iv like dynein nuclear factor actin mid complex 1 wdr
36356	-
21981	orotidine humps ribulose synthetase associated monophosphate p 6 e prtase hypoxanthine epimerase ompdcase epim ribul uracil pyrophosphokinase orotate putative 9 oprtase pribosyl c decarboxylase guanine phosphate 3 phosphoribosyl 2 phosphoribosyltransferase xanthine ompdecase domain 5 4 omp synth ribose family 1 7
28461	protein adhesion diazepam endozepine delta of isomerase e enoyl binding the moesin 8 peroxisomal membrane putative mitochondrial erythroid 1r coa focal structure d2 c dbi 3 2 acyl acbp d3 5 kinase 4 crystal 1 inhibitor
21982	putative protein conserved stealth glycosyltransferase cr2 region associated 2 membrane
21984	putative protein gene 5 dgf region trypanosoma of dispersed family cruzi 1
21989	-
21988	mpgp had phosphoglycerate dependent orthologue nif 1 nli mannosyl phosphatase interacting yedp putative mdp1 3 like domain factor magnesium pfl1270w
42368	putative adenylosuccinate protein upf0652 predicted lyase
42369	to the dolichyl kinase catalyzes terminal dol dolichol monophosphate similar ymr013c p sec59 cerevisiae sec59p step in saccharomyces
17219	protein recognition repeat and set9 nexus uncharacterized membrane spindle sas anastral 2 motif 4 containing occupation 43 morn 1
17364	putative protein capsular domain transferase n associated acetylglucosamine polysaccharide specific biosynthesis o egf linked membrane
17365	-
17366	putative protein like zntb metal transporter domain soluble ion transport mg2 containing zinc magnesium cora
12783	homeobox protein prdm9 n dna 4 lysine zinc complex histone consensus methyltransferase finger
17368	protein chain ccd p200 calcoco1 of kda 13 antigen 7b binding troponin and heavy 200 uncharacterized tropomyosin porcine c region striated calcium muscle or 2 like ccdc155 skeletal domain coil coiled myosin kash beta duf2353 cardiac
12787	putative protein associated membrane
10321	protein chain adenosine associated microtub kinesin replication non chromosomal binding bd heavy chromosome ncd alpha kif2c motor initiation like kif4 domain microtubule 5 claret factor dnaa disjunctional tubulin diphosphate kif21b
2648	protein slv sweet2b crystal cystinosin mtn3 repeat of ers1p efflux saliva e loop the transporter 1 215 putative sugar structure c cystine intercellular pq domain bidirectional containing exchange family for chemical
10323	gadb aminotransferase plp transferase metabolism histidinol 6 oxonanoate with pp e adenosylmethionine gamma selenium dependent pyridoxal l and meta trna 8 aspartate methionine 11 9 putative aminotran met c enzyme mgl cys decarboxylase i phosphate 2 lyase sphingosine seryl class aat ii amino 4 sela beta glutamate 1 7
4898	end 18 6 repeat member catalytic of e propel dihydroxy dioxa sialidase leech bnr system extracellular 8 intramolecular neuraminidase endosialidase superfamily nanb hydroxy putative ycf48 assembly acetylamino terminal c trypanosoma 3 2 trans propeller ethyl salmonella domain bicyclo ii group factor 4 containing bacteriophage photosynthesis psii family beta 1 7
39833	protein labile mp20 chain emp hmgic claudin glycoprotein l surface heat fpl fusion 19 1b enterotoxin partner amastin transmembrane 2 like 22 tight lipoma 5 junction receptor pmp hydroxytryptamine b
24996	protein shock kda 60 e subunit gamma groel tcp1 tcp heat chaperonin cpn60 mitochondrial alpha t domain complex thermosome family 1
2772	9 putative project wgs rod component data 1494 paraflagellar annotated caeq00000000 proteome contig
3002	-
4897	putative protein coq4 mitochondrial to homolog q alr8543 cdna ubiquinone biosynthesis highly similar flj58433 coenzyme
2775	protein splicing u2af polyadenylation recognition cytoplasmic ncbp3 stranded polyadenylate with kda rbd subunit binding cap 65 and rnp a element interacting 19 rrm probable rbms2 export multiple 3 or 2 motif rna domain nuclear single 5 factor rbm19 k 1
2776	protein mrna pts1 splicing hydroxylase kif17 pex5 transferase import prolyl farnesyltransferase specific repeat ogt kda 116 kinesin targeting subunit peroxin tom20 caax clustered pre ram2 ycf3 8 peroxisomal glcnac mitochondrial translation photosystem assembly mitochondria processing eif3 promoting p4ha1 plant alpha o tetratricopeptide i signal initiation 135 p110 factor 4 anaphase complex clu receptor p135 1
2777	project 1128 wgs data annotated caeq00000000 contig
16415	protein cell anchored repeat non subunit surface proteasome uncharacterized 26s putative transcription gankyrin kappa cycle ankyrin i atpase gpi 10 p16ink4a ikbb factor regulatory inhibitor beta b
16414	protein chain variant specific antigen necrosis rich e09 surface tumor superfamily growth nerve membrane light giardia 2 like fab factor cysteine vsp receptor beta
16945	uridylate n thymidine type associated 21 cellular thymidylate cmp activities with various ta e system 9 hpr putative aaa terminal c 16 3 2 tk1 hprk atpase ump iv domain kinase acid adenylate ester 4 toxin abieii family phosphodifluoromethylphosphonic 7
7979	project wgs data annotated 308 caeq00000000 contig
9142	-
9492	protein idh chain oxidoreductase n phosphoglycerate specific 25 isomer d e fold binding short dependent dihydrolipoamide gfo putative moca carrier nad shikimate c dh phosphate 3 reductase dehydrogenase 2 gly3p keto glycerol acyl domain alcohol hacid rossmann terminus hydroxyacid family beta 1
30723	protein chain type outer cytoplasmic kda flagellar binding 8 20 tegumental light arm calcium 2 ground like dynein dlc1 lc8 domain 1
16419	-
9495	project 1152 wgs data annotated caeq00000000 contig
45077	udp protein transferase acetyltransferase n acetyltransf nmt gnat 6 ynca tr e subunit acyltransferase arginine acetyl l and negative ribosomal mec gcn5 alanine dideoxy coa succinyltransferase related probable terminal c region 16 202 yjcf 17 myristoyl 3 synthase gly 2 paia asta acyl acid aralkyl 4 amino regulatory protease sporulation family beta altrosamine 1
6266	synthase anthranilate i component
6264	protein n fer2 adrenodoxin subunit binding ferredoxin a oxidase flavoprotein fe2 s2 mitochondrial terminal fumarate 2s iron 2fe quinol inorganic reductase cluster xanthine domain sulfur
12253	-
6260	d1 protein putative pld1 dependent calmodulin kinase type p i calcium atpase phospholipase
12250	udp chain diphosphogalactose oxidoreductase rfbd n synthetase dehydrorhamnose 6 dehydratase fucose d enoyl binding short galactose dependent rmld l epimerase bind trifunctional gdp glucose rhm1 nad uridine ldh mannose 3 reductase dehydrogenase malate keto dtdp domain 5 bifunctional rhamnose 4 substrate lactate sub deoxy family 1
3009	protein repair horma repeat autophagy e the binding wd rev1 mad2 atg101 putative assembly mad2a related spindle mitotic c dna component slp1 2 domain containing checkpoint 101 7
6268	synthase diphthine
20855	disulfide protein 7 dioxygenase n type 6 thiol isomerase ard dihydroxy thioredoxin arac requiring uncharacterized glucose probable methylthiopentene iron cys peroxidase phosphate 3 regulator acireductone 2 like gpi keto transcriptional ii 5 terminus peroxiredoxin family 1 b
17091	serine protein threonine delta associated rac d myo phospholipase subunit binding phosphoprotein scap1 skap55 c set adrenergic guanine alpha coupled triphosphate 2 nucleotide inositol kinase q 5 factor 4 g receptor beta 1 src
17096	putative protein like gene dgf region 4 trypanosoma of dispersed family cruzi 1
17097	-
17094	serine protein threonine calmodulin hydroxyurea 6 aurora kin pox e dependent aph ser a mitogen interacting lipopolysaccharide 11 kdo resistance poxvirus related c waap hur ephb2 3 camk inducible 2 thr aminoglycoside antibiotic activated phosphoinositide tyrosine kinase bmp pdk1 receptor ipl1 family 1 7
17095	-
20858	protein mrna long splicing import prorp farnesyltransferase specific repeat pentacotripeptide of kda 116 subunit ppr tom20 caax pre pentatricopeptide ram2 8 putative mitochondrial processing region promoting tpr plant alpha tetratricopeptide chloroplastic like at4g19440 pkng kinase factor containing anaphase g complex receptor 1
20859	-
9726	putative protein multi associated pass transmembrane membrane
35330	protein transferase 31 holo e semialdehyde acps l superfamily carrier phosphopantetheinyl c 2 dehydrogenase hspc223 acyl 4 aminoadipate sfp 1
21325	-
21326	protein axonemal chain stalk associated cytoplasmic of binding heavy putative gb4 cytosolic mt mitotubule motor dynein microtubule tubulin 11
21321	-
49275	mrna homolog adenylation thymidylate 6 coae arok e dependent isoenzyme aden dephospho trna phosphatase lig 9 ligase putative coa nad shikimate terminal c dna polynucleotide enzyme 3 2 domain kinase acid adenylate 5 ester 4 phosphodifluoromethylphosphonic capping 7
32532	type containing 12b palmitoyltransferase zinc dhhc finger
27450	protein to dipeptidyl n acylamino associated functionally 6 x oxo epoxide peptidase e fold hydrolase thioester donain family phenylhexa hydroxy membrane putative succinic coa bphd terminal c enzyme s15 mammalian alpha coupled 3 2 domain acyl acid acetylaminomethylene abhydrolase dienoate phosphoribulokinase 4 pro releasing baat beta 1 7
33388	mrg protein to 12 related homolog chromo domain mrg15 specific mortality phd 3 lethal male finger
846	project wgs 2393 data annotated caeq00000000 contig
8899	-
